Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act1,Task arrival date_last_act1
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-10 17:14:33.997
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-10 17:16:22.567
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,100,2023-04-10 17:17:16.307
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2023-04-10 17:17:44.107
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,100,2023-04-10 17:18:37.657
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,100,2023-04-10 17:19:18.380
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:20:36.450
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,100,2023-04-10 17:21:07.310
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,100,2023-04-10 17:21:19.763
1,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:22:42.520
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,100,2023-04-10 17:23:19.353
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,100,2023-04-10 17:23:37.417
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:24:00.637
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,100,2023-04-10 17:25:22.380
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:26:49.043
1,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-10 17:26:55.263
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-10 17:28:01.173
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-10 17:28:53.600
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:29:33.883
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,100,2023-04-10 17:30:30.250
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,100,2023-04-10 17:31:20.783
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,100,2023-04-10 17:31:30.753
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:32:06.490
1,0,0,0,0,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,1,1,2,0,0,0,0,100,2023-04-10 17:32:53.730
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:33:05.323
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:33:21.107
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:33:58.203
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:36:35.263
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-10 17:37:13.220
1,0,0,0,0,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,1,1,2,0,0,0,0,100,2023-04-10 17:38:02.507
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:38:26.400
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:38:49.120
1,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,100,2023-04-10 17:41:10.257
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:42:21.920
1,0,0,0,0,7,1,1,1,1,1,1,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,100,2023-04-10 17:42:35.780
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:44:28.257
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,100,2023-04-10 17:49:40.597
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,100,2023-04-10 17:50:17.600
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,100,2023-04-10 17:51:07.353
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:53:41.697
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,100,2023-04-10 17:54:51.700
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 17:55:22.453
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:58:08.250
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 17:58:26.313
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 18:00:34.573
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 18:02:11.787
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 18:03:00.820
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-10 18:03:08.807
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-10 18:03:28.073
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 18:09:52.433
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,2,1,0,100,2023-04-10 18:10:59.283
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,100,2023-04-10 18:20:28.410
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-10 18:22:25.967
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,100,2023-04-10 18:22:56.577
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-10 18:26:56.740
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,100,2023-04-10 18:33:17.240
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,100,2023-04-10 18:36:13.020
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-10 18:36:30.460
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,100,2023-04-10 18:45:47.270
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,100,2023-04-10 18:51:07.380
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,1,0,0,0,2,1,0,100,2023-04-10 18:54:45.227
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-10 19:44:38.530
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,100,2023-04-11 08:20:23.987
1,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 08:37:58.653
3,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,100,2023-04-11 08:40:27.823
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 08:43:35.730
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 08:45:18.207
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,100,2023-04-11 08:53:14.467
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 08:56:08.713
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 08:59:40.170
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 09:00:48.380
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 09:00:51.393
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 09:01:37.790
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 09:05:21.433
1,0,0,0,0,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,1,1,0,0,2,0,0,100,2023-04-11 09:09:46.283
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 09:11:12.557
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,100,2023-04-11 09:15:01.747
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,100,2023-04-11 09:16:41.380
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,100,2023-04-11 09:18:37.080
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 09:19:41.147
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,100,2023-04-11 09:32:27.650
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,100,2023-04-11 09:33:22.293
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,100,2023-04-11 09:39:38.903
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,100,2023-04-11 09:41:21.303
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 09:42:15.043
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 09:54:56.293
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-11 10:12:58.637
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 10:15:01.177
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,100,2023-04-11 10:25:56.483
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 10:31:36.230
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 10:38:50.703
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 10:43:26.307
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2023-04-11 10:46:54.840
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 10:51:14.707
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-11 10:54:38.050
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,100,2023-04-11 10:56:05.823
3,0,0,0,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 11:24:05.577
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,100,2023-04-11 11:28:06.893
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 11:28:35.067
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,100,2023-04-11 11:29:51.400
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,100,2023-04-11 11:38:52.603
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,100,2023-04-11 11:39:45.250
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,100,2023-04-11 11:42:52.890
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,100,2023-04-11 11:42:58.827
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,100,2023-04-11 11:56:30.583
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 12:01:44.953
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,100,2023-04-11 12:06:40.557
0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,100,2023-04-11 12:10:01.293
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 12:10:11.607
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 12:25:45.357
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,100,2023-04-11 12:28:45.043
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,100,2023-04-11 12:41:30.577
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 12:48:32.833
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 13:02:04.570
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,100,2023-04-11 13:09:08.547
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,100,2023-04-11 13:19:18.310
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 13:30:17.223
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,100,2023-04-11 13:42:45.380
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 13:45:17.863
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2023-04-11 13:53:26.187
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,100,2023-04-11 14:12:26.173
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 14:26:14.273
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,100,2023-04-11 14:36:39.763
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 14:37:11.097
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 14:37:40.097
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 14:41:28.133
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,100,2023-04-11 14:51:48.577
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 14:56:19.880
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-11 15:08:01.610
1,0,0,0,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,2,1,2,0,0,0,0,100,2023-04-11 15:12:31.213
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2023-04-11 15:17:36.330
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,100,2023-04-11 15:17:39.160
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-11 15:21:44.133
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 15:22:36.780
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 15:30:24.413
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,100,2023-04-11 16:03:09.343
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,100,2023-04-11 16:08:34.683
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,0,2,1,1,1,0,0,0,0,2,1,0,100,2023-04-11 16:09:39.423
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 16:09:51.863
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,100,2023-04-11 16:11:25.480
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,100,2023-04-11 16:12:26.970
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,100,2023-04-11 16:14:36.450
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,100,2023-04-11 16:25:18.253
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,100,2023-04-11 16:31:34.333
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 16:38:29.260
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,100,2023-04-11 16:44:04.507
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 16:44:54.010
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,100,2023-04-11 16:46:26.237
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 16:48:55.750
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 16:50:30.600
0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,100,2023-04-11 16:53:36.023
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,100,2023-04-11 16:55:52.503
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 16:57:58.717
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 17:00:50.263
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,0,2,1,1,0,0,0,0,2,0,1,100,2023-04-11 17:04:14.437
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,100,2023-04-11 17:04:54.173
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 17:06:19.103
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,100,2023-04-11 17:10:04.980
2,0,0,0,0,7,1,1,1,1,1,1,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,100,2023-04-11 17:10:23.890
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,100,2023-04-11 17:10:26.950
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 17:14:07.017
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,100,2023-04-11 17:14:38.723
0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,100,2023-04-11 17:18:21.913
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,100,2023-04-11 17:21:08.723
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,100,2023-04-11 17:21:16.803
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 17:25:50.937
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,100,2023-04-11 17:26:09.390
0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 17:29:13.297
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,100,2023-04-11 17:35:19.297
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,100,2023-04-11 17:37:35.607
3,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,100,2023-04-11 17:37:37.153
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 17:37:54.497
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2023-04-11 17:40:03.447
3,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 17:40:53.137
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,100,2023-04-11 17:43:42.027
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,100,2023-04-11 17:46:12.650
1,0,0,0,0,9,1,1,1,1,1,1,0,0,1,1,1,0,0,2,1,0,1,0,0,1,2,1,0,100,2023-04-11 17:46:58.840
1,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,100,2023-04-11 18:09:02.343
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-11 18:17:01.743
1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,100,2023-04-11 18:18:55.270
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,100,2023-04-11 18:23:53.950
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,100,2023-04-11 18:46:06.627
2,0,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,100,2023-04-11 19:04:39.390
2,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,100,2023-04-11 19:30:37.337
